tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
"{link} RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product
{link} RT @mention Those at #SXSW check out the Holler Gram ipad app from @mention  {link},,No emotion toward brand or product
@mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},,No emotion toward brand or product
&quot;via @mention : {link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff! #books #internet #Apple #sxsw  &quot;,,No emotion toward brand or product
"#futuremf @mention {link} spec for recipes on the web, now in google search: {link}  #sxsw",,No emotion toward brand or product
"#Smile RT @mention I think Apple's &quot;pop-up store&quot; in Austin would be a lot more interesting if it actually, you know... popped up #sxsw",Apple,No emotion toward brand or product
Agree. RT @mention Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw,,No emotion toward brand or product
At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,,No emotion toward brand or product
Check! RT @mention giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,,No emotion toward brand or product
Chilcott: @mention #SXSW stand talking with Blogger staff. Too late to win competition for best tweet mentioning @mention So no t-shirt.,,No emotion toward brand or product
Gowalla's @mention promises to launch Foursquare check-in + Groupon rewards-type service at #SXSW. Finger's crossed. {link},,No emotion toward brand or product
"Ha.ha. RT @mention #SXSW News: Yahoo.com is loosing search traffic to new site, Google.com. Doubt it will last tho w/ that weird name.",,No emotion toward brand or product
I worship @mention {link} #SXSW,,No emotion toward brand or product
"iPad2? RT @mention Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW",,No emotion toward brand or product
"Launching @mention #SxSW? RT @mention @mention Denies Social Network Called Circles Will Debut Today, Despite Report {link}",,No emotion toward brand or product
Nice!  RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW {link} via @mention,,No emotion toward brand or product
Stay tune @mention showcase #H4ckers {link} #SXSW,,No emotion toward brand or product
Thank you @mention @mention for the #touchingstories preso #SXSW . Here's their deck {link},,No emotion toward brand or product
Thank you @mention for an awesome #sxsw party! {link},,No emotion toward brand or product
"Thanks RT @mention If you're trying to contact friends or family in #Japan, @mention has created a person finder: {link} #SXSW",,No emotion toward brand or product
Thanks to @mention for publishing the news of our new medical Apps in the #sxswi conf. blog {link} #sxsw #sxswh #mhealth,,No emotion toward brand or product
Wonder if @mention &amp; @mention will be in the apple flashmob: tcrn.ch/fcs45j #SXSW #ipad2,,No emotion toward brand or product
Wonder if @mention is putting tips from the @mention API... #SxSW #SUxSW,,No emotion toward brand or product
"Yes!!! RT @mention hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",,No emotion toward brand or product
GSD&amp;M &amp; Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,,No emotion toward brand or product
"New buzz? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw&quot;",,No emotion toward brand or product
".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",,No emotion toward brand or product
"Attending &quot;left brain search = Google, Right brain search = X&quot;  #Bettersearch  -- talking about the future of search engines at #sxsw",,No emotion toward brand or product
#HP opens &quot;Mobile Park&quot;  &amp; Content Incubator at #SXSW  {link}   #Apple  constructs  &quot;pop-up&quot; store  {link},,No emotion toward brand or product
Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,,No emotion toward brand or product
"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",,No emotion toward brand or product
"At #SXSW, #Apple schools the #marketing experts | SXSW - CNET Blogs {link}",,No emotion toward brand or product
"At #SXSW, #Apple schools the marketing experts {link}",,No emotion toward brand or product
"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",,No emotion toward brand or product
Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,,No emotion toward brand or product
#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,,No emotion toward brand or product
"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",,No emotion toward brand or product
"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",,No emotion toward brand or product
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,,No emotion toward brand or product
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",,No emotion toward brand or product
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",,No emotion toward brand or product
Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,,No emotion toward brand or product
Any other #Sxsw accounts I need to follow or apps to download for iPhone?,,No emotion toward brand or product
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,,No emotion toward brand or product
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},,No emotion toward brand or product
BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,,No emotion toward brand or product
Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,,No emotion toward brand or product
#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,,No emotion toward brand or product
Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,,No emotion toward brand or product
@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product
"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product
@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product
Essential #sxsw tools: {link},,No emotion toward brand or product
"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",,No emotion toward brand or product
Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,No emotion toward brand or product
Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),,No emotion toward brand or product
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product
Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product
Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product
GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product
GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},,No emotion toward brand or product
#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},,No emotion toward brand or product
.@mention 1154 free songs from #SXSW (this year alone!) {link},,No emotion toward brand or product
more than 150 million mobile users for Google Maps for Mobile #SXSW,,No emotion toward brand or product
Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,,No emotion toward brand or product
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,No emotion toward brand or product
÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,No emotion toward brand or product
(The iPad 2 queue at #sxsw of course,,No emotion toward brand or product
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,,No emotion toward brand or product
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,,No emotion toward brand or product
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},,No emotion toward brand or product
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,,No emotion toward brand or product
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",,No emotion toward brand or product
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",,No emotion toward brand or product
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",,No emotion toward brand or product
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",,No emotion toward brand or product
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,,No emotion toward brand or product
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",,No emotion toward brand or product
ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,,No emotion toward brand or product
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",,No emotion toward brand or product
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",,No emotion toward brand or product
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,,No emotion toward brand or product
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",,No emotion toward brand or product
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,,No emotion toward brand or product
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,,No emotion toward brand or product
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,,No emotion toward brand or product
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},,No emotion toward brand or product
"google is about search, but local' marissa mayer #sxsw",,No emotion toward brand or product
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,No emotion toward brand or product
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,,No emotion toward brand or product
Questions about what's inside the iPad 2? Fire them my way. #sxsw,,No emotion toward brand or product
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,,No emotion toward brand or product
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},,No emotion toward brand or product
Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,,No emotion toward brand or product
Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},,No emotion toward brand or product
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",,No emotion toward brand or product
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,,No emotion toward brand or product
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},,No emotion toward brand or product
What does an Apple security guy after he locks up the store..... #sxsw - {link},,No emotion toward brand or product
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,,No emotion toward brand or product
How I got an iPad 2 during #SXSW!  {link} cc @mention,,No emotion toward brand or product
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,,No emotion toward brand or product
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},,No emotion toward brand or product
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},,No emotion toward brand or product
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},,No emotion toward brand or product
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",,No emotion toward brand or product
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",,No emotion toward brand or product
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,No emotion toward brand or product
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},,No emotion toward brand or product
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",,No emotion toward brand or product
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,,No emotion toward brand or product
Did u see anything on Google's Circles at the #sxsw? @mention @mention,,No emotion toward brand or product
Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},,No emotion toward brand or product
My iPhone app screen for #sxsw what am I missing?   {link},,No emotion toward brand or product
The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,No emotion toward brand or product
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,,No emotion toward brand or product
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",,No emotion toward brand or product
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},,No emotion toward brand or product
"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",,No emotion toward brand or product
#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,,No emotion toward brand or product
#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,,No emotion toward brand or product
"At #SXSW, Apple schools the marketing experts  {link}",,No emotion toward brand or product
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,,No emotion toward brand or product
@mention  Apple Store on Congress  {link} #sxsw #austin,,No emotion toward brand or product
2wks only Apple Store in 6th Austin street is now opened. #sxsw,,No emotion toward brand or product
A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,,No emotion toward brand or product
Temporary Apple store at #sxsw - huge line. {link},,No emotion toward brand or product
"Temporary apple store for #sxsw, line goes around the block {link}",,No emotion toward brand or product
Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,,No emotion toward brand or product
The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,,No emotion toward brand or product
Base Camp Apple.  #SXSW {link},,No emotion toward brand or product
The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,,No emotion toward brand or product
"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",,No emotion toward brand or product
"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",,No emotion toward brand or product
"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",,No emotion toward brand or product
ÛÏ@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #MacÛ,,No emotion toward brand or product
Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,,No emotion toward brand or product
Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},,No emotion toward brand or product
Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},,No emotion toward brand or product
I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it,iPad or iPhone App,No emotion toward brand or product
I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link},,No emotion toward brand or product
"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",,No emotion toward brand or product
If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},,No emotion toward brand or product
If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},,No emotion toward brand or product
"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",,No emotion toward brand or product
"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",,No emotion toward brand or product
"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",,No emotion toward brand or product
Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,,No emotion toward brand or product
Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link},,No emotion toward brand or product
Long line at #sxsw? What Else?  Apple Store {link},,No emotion toward brand or product
The queue at the apple pop-up store #sxsw {link},,No emotion toward brand or product
"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}",,No emotion toward brand or product
The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw,,No emotion toward brand or product
is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,,No emotion toward brand or product
"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",,No emotion toward brand or product
Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU,,No emotion toward brand or product
ÛÏ@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.Û&lt;&lt; so cute!,,No emotion toward brand or product
".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",,No emotion toward brand or product
Racing to ballroom D to see @mention Marissa Mayer. #sxsw #sxswi,,No emotion toward brand or product
will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},,No emotion toward brand or product
Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google,,No emotion toward brand or product
"Texas has been amazing I've met so many influential people that work at twitter, foursquare, Microsoft and even Apple.  #SXSW #Winning",,No emotion toward brand or product
"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",,No emotion toward brand or product
The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer,,No emotion toward brand or product
"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc",,No emotion toward brand or product
"Cus!
It's between pacman google, singularity or #sxsw noobs meetup",,No emotion toward brand or product
So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger,,No emotion toward brand or product
ÛÏ@mention Black or white iPad?  #sxsw #iPad2Û that is the question....,,No emotion toward brand or product
"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}",,No emotion toward brand or product
"HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,No emotion toward brand or product
"Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,No emotion toward brand or product
Is anyone bringing their iPad vs. their computer to #sxsw?,,No emotion toward brand or product
"The South By Southwest Panels, Illustrated [PICS]: Sometimes the best... {link} #News #Ogilvy #sxsw #trending #Cyber #iPhone",,No emotion toward brand or product
My Google calendar's Saturday night is a giant overlap of #sxsw parties.,,No emotion toward brand or product
"If anyone can make it cooler, they can. RT @mention @mention to Launch &quot;Groupon/ Living Social-type&quot; Rewards #SXSW {link}",,No emotion toward brand or product
Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw,,No emotion toward brand or product
"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw",,No emotion toward brand or product
"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps.",,No emotion toward brand or product
"Remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm Central time for #sxsw session - {link}",,No emotion toward brand or product
"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news",,No emotion toward brand or product
"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW",,No emotion toward brand or product
Google to Circle Austin? #sxsw {link},,No emotion toward brand or product
No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?),,No emotion toward brand or product
Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google,,No emotion toward brand or product
NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,,No emotion toward brand or product
"10 Austin Classics not to be missed at #SXSW. m4blog.com
Twitter for iPhone Û¢ 3/12/11 12:40 PM",,No emotion toward brand or product
"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace",,No emotion toward brand or product
Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?,,No emotion toward brand or product
"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",,No emotion toward brand or product
Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.,,No emotion toward brand or product
wishes he could be at the @mention / @mention / @mention party at #sxsw instead of doing homework for tomorrow...,,No emotion toward brand or product
If only I could find @mention at #SXSW. He's probably fitIng with his iPad.,,No emotion toward brand or product
Check out Coyne PR updates from #sxsw {link} via @mention,,No emotion toward brand or product
It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw,,No emotion toward brand or product
"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}",,No emotion toward brand or product
"If u read d article,google say it's a rumor ÛÏ@mention to Launch Major New Social Network Called Circles,{link} #sxswÛ",,No emotion toward brand or product
At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link},,No emotion toward brand or product
It's only day 3 and I'm too tired to hold up my iPad. This week will be the death of me. But it will be a happy death. #sxsw,,No emotion toward brand or product
"Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",,No emotion toward brand or product
Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles,,No emotion toward brand or product
"Trying to decide what session to attend at #sxsw, but Marissa Meyer @mention later today is a given.",,No emotion toward brand or product
excellent deck there too RT @mention Nth time lucky: Google's new social network about to launch. Maybe. {link} #sxsw,,No emotion toward brand or product
&quot;the default state of users is more leisurely and contemplative&quot; @mention #ipad #sxsw,,No emotion toward brand or product
Mobile is definitely the hot topic this year. Every session is standing room only. Next  - lessons learnt building Netflix iPhone app #sxsw,,No emotion toward brand or product
Did Apple deliberately chose March 11 for the iPad 2 availability knowing that a large chunk of their customer base will be at #SXSW?,,No emotion toward brand or product
"Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",,No emotion toward brand or product
"Check out Designing for Android at SXSW.
{link} #SXSW #UXAmandroid",,No emotion toward brand or product
Check out Designing iPad Interfaces - New Navigation Schemas #SXSW #UXDes,,No emotion toward brand or product
"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product
"Headed to Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product
"Taking in Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product
Adobe has developed an engine to essentially convert SWF files to jQuery/HTML5.  So existing flash files can be portable on your ipad. #sxsw,,No emotion toward brand or product
"I'm not a developer, but awesome name for the event! RT @mention Join the League of Extraordinary #H4ckers at #SXSW! {link}",,No emotion toward brand or product
Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw,,No emotion toward brand or product
Q2 - What do u think of Google's check in offers? Testing at #sxsw {link} #smccolumbus,,No emotion toward brand or product
What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.,,No emotion toward brand or product
At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ... {link},,No emotion toward brand or product
At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ACC 9ABC at 3:30 CST!,,No emotion toward brand or product
"Too bad I don't have a _ button!
RT @mention I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.",,No emotion toward brand or product
