tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
rt laurieshook im looking forward smcdallas pre sxsw party wed hoping ill win ipad resulting shameless promotion chevysmc,iPad,Positive emotion
rt haha awesomely rad ipad app madebymany httpbitlyhtdfim hollergram sxsw via michaelpiliero,iPad or iPhone App,Positive emotion
someone started austin partnerhub group google groups presxsw great idea,Other Google product or service,Positive emotion
new 4sq3 looks like going rock update iphone android push tonight httpbitlyetsbzk sxsw keepaustinweird,iPad or iPhone App,Positive emotion
right gowalla 3 app android sweeeeet nice job team sxsw,Android App,Positive emotion
smart madebymany hollergram ipad app sxsw httptcoa3xvwc6 may leave vuvuzela home,iPad or iPhone App,Positive emotion
must app ipad going sxsw httpitunesapplecomusapphollergramid420666439mt8 hollergram,iPad or iPhone App,Positive emotion
attn sxsw frineds mention register gdgtlive see cobra iradar android link,,No emotion toward brand or product
anyone sxsw want sell old ipad,,No emotion toward brand or product
anyone sxsw bought new ipad want sell older ipad,,No emotion toward brand or product
sxsw oooh rt mention google launch major new social network called circles possibly today link,,No emotion toward brand or product
best rt mention ha first line ipad2 sxsw quotpopupquot apple store event planner eventprofs pcma engage365,iPad,Positive emotion
spin play new concept music discovery ipad mention amp spincom link itunes sxsw mention,,No emotion toward brand or product
mention false alarm google circles coming now\x89ûòand probably ever link google circles social sxsw,Google,Negative emotion
vatornews google apple force print media evolve link sxsw,,No emotion toward brand or product
mention great weather greet sxsw still need sweater nightapple putting quotflash storequot downtown sell ipad2,Apple,Positive emotion
hootsuite hootsuite mobile sxsw updates iphone blackberry amp android whether you\x89ûªre getting friend link,,No emotion toward brand or product
hey sxsw long think takes us make iphone case answer mention using zazzlesxsw we\x89ûªll make one,,No emotion toward brand or product
mashable ipad 2 takes sxsw video ipad sxsw gadgets link,,No emotion toward brand or product
ipad rt mention new ubersocial iphone app store includes uberguide sxsw sponsored link,,No emotion toward brand or product
ipad2 \x89û÷smartcover\x89ûª opens instant access waited get one link apple sxsw,iPad or iPhone App,Positive emotion
handheld \x89û÷hobo\x89ûª drafthouse launches \x89û÷hobo shotgun\x89ûª iphone app sxsw link,,Positive emotion
hooray rt \x89ûïmention apple opening popup store austin sxsw mention link,Apple,Positive emotion
orly \x89ûïmention google set launch new social network circles today sxsw\x89û\x9d,,No emotion toward brand or product
wooooo \x89ûïmention apple store downtown austin open til midnight sxsw\x89û\x9d,Apple,Positive emotion
khoi vinh mention says conde nasts headlong rush ipad publishing quotfundamental misunderstandingquot platform sxsw,,No emotion toward brand or product
\x89ûïmention link lt help forward doc anonymous accounts techiesamp ppl help us jam libya sxsw,,No emotion toward brand or product
\x89÷¼ \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,,No emotion toward brand or product
mention mention locationbased fast fun future link via mention sxsw,,No emotion toward brand or product
\x89ûïmention mention google connect digital amp physical worlds mobile link sxsw\x89û\x9d mention,,No emotion toward brand or product
\x89ûïmention mention talking link googles effort allow users open systems bettercloud sxsw\x89û\x9d,Google,Positive emotion
link rt mention quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw,,No emotion toward brand or product
link rt mention 1st stop sxsw chaos amp mention hunt austin java get spy game 4 chance 2 win ipad,iPad,Positive emotion
link rt mention sxsw check holler gram ipad app mention link,,No emotion toward brand or product
mention mention amp mention fun google pic sxsw link,,No emotion toward brand or product
quotvia mention link guy kawasaki talks enchanted sxsw knows stuff books internet apple sxsw quot,,No emotion toward brand or product
futuremf mention link spec recipes web google search link sxsw,,No emotion toward brand or product
omfg rt mention heard apples popup store downtown austin pics already gowalla link sxsw ipad2,Apple,Positive emotion
smile rt mention think apples quotpopup storequot austin would lot interesting actually know popped sxsw,Apple,No emotion toward brand or product
rt mention line apple store insane sxsw,,Negative emotion
agree rt mention wait fiona apple town somebody kidnap put recording studio records new album sxsw,,No emotion toward brand or product
sxsw mention mention wan na buy drink 7pm fado 4th link join us,,No emotion toward brand or product
attending mention ipad design headaches sxsw link,iPad,Negative emotion
boooo rt mention flipboard developing iphone version android says mention sxsw,,Negative emotion
check mention mention amp mention line ipad 2 austin power sxswi sxsw link,iPad,Positive emotion
check rt mention giving added value location based services needs battle checkin fatigue google pnid sxsw,,No emotion toward brand or product
chilcott mention sxsw stand talking blogger staff late win competition best tweet mentioning mention tshirt,,No emotion toward brand or product
rt mention come party w google tonight sxsw link bands food art ice cream nifty interactive maps,Google,Positive emotion
gowallas mention promises launch foursquare checkin groupon rewardstype service sxsw fingers crossed link,,No emotion toward brand or product
haha rt mention sxsw news yahoocom loosing search traffic new site googlecom doubt last tho w weird name,,No emotion toward brand or product
holla rt mention google party best ever get butt sxsw,Google,Positive emotion
love mention iphone case sxsw cant get phone fail,iPhone,Positive emotion
worship mention link sxsw,,No emotion toward brand or product
ipad2 rt mention droid amp mac rt mention agnerd confession using laptop ipad amp blackberry follow sxsw,,No emotion toward brand or product
launching mention sxsw rt mention mention denies social network called circles debut today despite report link,,No emotion toward brand or product
new post mention iphone app makes easy connect social networks people meet link sxsw,iPad or iPhone App,Positive emotion
nice mention iphone app behaving today crashes yesterday ridiculous sxsw,iPad or iPhone App,Positive emotion
nice rt mention apple opening popup store ipad launch downtown austin sxsw link via mention,,No emotion toward brand or product
nice rt mention hey apple fans get peek space thats slated popup sxsw apple store tomorrow link,Apple,Positive emotion
one thing mention great get great earth face google company love sxsw sxwsi,Google,Positive emotion
stay tune mention showcase h4ckers link sxsw,,No emotion toward brand or product
thank mention mention touchingstories preso sxsw heres deck link,,No emotion toward brand or product
thank mention awesome sxsw party link,,No emotion toward brand or product
thanks rt mention youre trying contact friends family japan mention created person finder link sxsw,,No emotion toward brand or product
thanks mention mention new speech ipad apps showcased sxsw conf link sxswh sxsh,iPad or iPhone App,Positive emotion
thanks mention publishing news mention new medical apps sxswi conf blog link sxsw sxswh,,I can't tell
thanks mention publishing news new medical apps sxswi conf blog link sxsw sxswh mhealth,,No emotion toward brand or product
mention sxsw provide iphone chargers ive changed mind going next year,iPhone,Negative emotion
wonder mention amp mention apple flashmob tcrnchfcs45j sxsw ipad2,,No emotion toward brand or product
wonder mention putting tips mention api sxsw suxsw,,No emotion toward brand or product
xmas rt mention shiny new mention mention mention apps new garyvee book popup ipad 2 stores sxsw christmas nerds,iPad,Positive emotion
yai rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont link,iPhone,Positive emotion
yes rt mention hey mention ive got another gem gt free mention sxsw link sxsw,,No emotion toward brand or product
fast fun amp future mention google presenting sxsw search local mobile,Google,Positive emotion
gsdampm amp googles industry party tonight mention see u link sxsw austin welivehere gsdm,,No emotion toward brand or product
new buzz quotmention google launch major new social network called circles possibly today link rt mention sxswquot,,No emotion toward brand or product
headline quotipad 2 musthave gadget sxswquot hmm could seen one coming link gadget,iPad,Positive emotion
\x89ûïmention quotapple opened popup store austin nerds town sxsw get new ipads link wow,,I can't tell
know quotdatavizquot translates quotsatanicquot iphone im sayin sxsw,,Negative emotion
mention quotgoogle launched checkins month agoquot check ins ok check outs future sxsw bizzy,Google,Positive emotion
mention quotgoogle launched checkins month agoquot check ins ok check outs future sxsw bizzy via mention,,No emotion toward brand or product
\x89ûïmention quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw\x89û\x9d,Google,Positive emotion
attending quotleft brain search google right brain search xquot bettersearch talking future search engines sxsw,,No emotion toward brand or product
hp opens quotmobile parkquot amp content incubator sxsw link apple constructs quotpopupquot store link,,No emotion toward brand or product
kawasaki quotnot cs lewis level reasoning apples continued existence evidence existence godquot bawling sxsw,Apple,Positive emotion
kawasaki quotpagemaker saved applequot oh days sxsw jwtatl enchantment,,No emotion toward brand or product
kawasaki quotpagemaker saved applequot oh days sxsw jwtatl enchantment via mention,Apple,Positive emotion
spark android teamandroid award sxsw read link,,Positive emotion
unboxing apple sxsw mention apple store sxsw link,,No emotion toward brand or product
sxsw apple ipad 2s great thoughts w japan apac regions dealing w earthquake amp tsunami trauma sxswi,iPad,Positive emotion
sxsw apple schools marketing experts sxsw cnet blogs link,,No emotion toward brand or product
sxsw apple schools marketing experts link,Apple,Positive emotion
sxsw apple schools marketing experts link,,No emotion toward brand or product
temporary apple store def tent powerhouse gym sxsw link,Apple,Positive emotion
temporary apple store 6th congress sxsw along 10000 happy hipsters,Apple,Positive emotion
\x89ûïmention apple wins sxsw link opening temporary store downtown austin support ipad2 launch good,Apple,Positive emotion
ipad austin trending today fun sxsw nerdy nerds,iPad,Positive emotion
headed austin sxsw check map newbies link mention mention mention mention enjoy,,No emotion toward brand or product
funny austin trending sxsw matter minutes point least according twitter iphone,,No emotion toward brand or product
christian ipad iphone devs want talk u sxsw maybe wk together cool app mention,iPad or iPhone App,Positive emotion
sxsw ux ipad uxdes remember ultimately aware audience app targeted towards unexpected experience good,,No emotion toward brand or product
apple ipad2 taken sxsw austin storm link mention excited part mobile,iPad,Positive emotion
haz ipad2 ifrom sxsw gr8 link,iPad,Positive emotion
stacks ipad2s waiting bought sxsw got mine hassle apple handled perfectly link,iPad,Positive emotion
googles mobile future elusive power link via mention eurorscg sxsw sxswi,,No emotion toward brand or product
notatsxsw sxsw heres link free download meet nearby peps,,No emotion toward brand or product
smallbiz need reviews play google placeswe got app thatlink seo sxsw,,Positive emotion
smallbiz need reviews play google placeswe got app thatlink seo sxsw,,No emotion toward brand or product
samsung sony follow apple hp lead mention link austin atx sxsw,,No emotion toward brand or product
samsung sony follow apple hp lead mention link austin atx sxsw via mention rg,,No emotion toward brand or product
take sxsw rt mention major south korean director gets 130000 make movie entirely iphone link,iPhone,Positive emotion
beautiful sxsw mention apple store sxsw pic link,Apple,Positive emotion
q1 sxsw sxswi prep amazing pre push locally focus location based google owns 10 regions billboards pr20chat,,No emotion toward brand or product
sxsw accounts need follow apps download iphone,,No emotion toward brand or product
headed sxsw want sharegather contact info link turn iphone business card broadcaster,,No emotion toward brand or product
headed sxsw want sharegather contact info link turn iphone link,,No emotion toward brand or product
btw sxsw apple store sold 3g models vzw amp atampt,,No emotion toward brand or product
must sxsw app rt mention lovely review forbes sxsw ipad app holler gram link,iPad or iPhone App,Positive emotion
temporary sxsw apple store apple sneaky usual link,Apple,Positive emotion
anyone sxsw popup apple store austin thats got ta hopping place today,,No emotion toward brand or product
\x89ûïmention sxsw beta testing interactive book ipad app moonbot studios louisiana cool app\x89û\x9d,iPad or iPhone App,Positive emotion
apple sxsw day one seeing ton ipad2,iPad,Positive emotion
fastball sxsw giving away two new ipad2 wifi 32g black apple cover tweet mention fo info sxswi attsxsw tonight mention bolt house,,No emotion toward brand or product
anyone sxsw chance check popup apple store wondering worth trek convention center,,No emotion toward brand or product
\x89ûïmention sxsw ipad store sold everything except 64gig wifi white\x89û\x9d mention manage get,iPad,Positive emotion
\x89ûïmention sxsw ipad store sold everything except 64gig wifi white\x89û\x9d also known white jeans configuration,iPad,Positive emotion
offered sxsw ipad promo ninjafinder users fans sxsw sucks sxsw,iPad,Positive emotion
mention sxsw austin conference google search interactive music film,,No emotion toward brand or product
anyone sxsw know apple selling ipad 2,,No emotion toward brand or product
anyone sxsw know apple store new shipment ipads yet,,No emotion toward brand or product
marc ecko sxsw launches iphone app autodial political change link edreform edtech eduvc fightthepaddle,,No emotion toward brand or product
poursite sxsw learning lifechanging impact ipad real peoples actual lives bravo,iPad,Positive emotion
mention sxsw lonelyplanet austin guide iphone free limited time link lp travel,,Positive emotion
free sxsw mp3 downloads time itunes link,,No emotion toward brand or product
anyone sxsw heading aclu event seen owt google circles,,No emotion toward brand or product
mention sxsw prompt memory go google map describe childhood walk,,No emotion toward brand or product
apple sxsw store still ipad 2s short lines,iPad,Positive emotion
essential sxsw tools link,,No emotion toward brand or product
left sxsw tradeshow demo mention google theatre ok get see presenters using,Other Google product or service,Positive emotion
following sxsw tweets google realtime four platforms tweet deck listening panel realizing im spoken one today,,No emotion toward brand or product
anyone sxsw want ipad 2 im line pick one someone willing pay 50 grab 1,,No emotion toward brand or product
anyone sxsw want make quick hundred dollars new ipad2 ad hoc apple store gets hundred plus cost,iPad,Positive emotion
solving sxswinduced iphoneintoilet crisis apple store mention crisis,,No emotion toward brand or product
monday sxsw barry diller new york times congress lunch w hotel party google party six dirty martinis mondays,Google,Positive emotion
attending sxsw austin guide mention free download itunes link lp,,No emotion toward brand or product
seriously sxsw testing mobile apps constant ipad crashes causing lost schedules sync wp7,iPad or iPhone App,Negative emotion
ready sxsw iphone apps 2 make ur blogging easier link sxsw sxswi,iPad or iPhone App,Positive emotion
ipad2 sxswa conflagration doofusness link,iPad,Negative emotion
attention sxswers link rumored popup temporary apple store sxsw ipad 2 launch needs,Apple,Positive emotion
went sxswi lousy ipad sxsw link,iPad,Positive emotion
hey sxsw sxswi folks want learn security come bsidesaustin link,,No emotion toward brand or product
attending sxswi work iphone ipad game development looking hire austinbased ios developer im man lets talk sxsw,,No emotion toward brand or product
winning picture android google sxsw link,Android,Positive emotion
gsdampm google 710 rt mention whats best party hit tonight sxsw mention mention,,No emotion toward brand or product
gsdampm google industry party sxsw mention great meet link,,No emotion toward brand or product
spent 1000 come sxsw youve already used ipad 1 wait couple city blocks ipad2 sxsw link,iPad,Negative emotion
sxsw day 1 marissa mayer google connect digital amp physical worlds mobile link,,No emotion toward brand or product
behind 100s emails give 1 line iphone composed replies sxsw protip,iPhone,Positive emotion
like 10pm night line around block popup apple stores selling ipad2s sxsw,iPad,Positive emotion
mention 1154 free songs sxsw year alone link,,No emotion toward brand or product
150 million mobile users google maps mobile sxsw,,No emotion toward brand or product
currently 150 people line quotpop apple storequot sxsw,,No emotion toward brand or product
ipad 2 available sxsw 64gb wifionly model 699 plus optional leather smart cover 69,,No emotion toward brand or product
\x89÷¼ love 2 entertain you\x89ûplease don\x89ûªt grateful \x89÷ link \x89ã edchat musedchat sxsw sxswi classical newtwitter,,No emotion toward brand or product
less 2 hours announce details ipad 2 giveaway sxsw sxswi,,No emotion toward brand or product
im 2 ipad 2s seen wild people say fast still pics terrible sxsw,iPad,Negative emotion
ipad 2 queue sxsw course,,No emotion toward brand or product
ipad 2 takes sxsw video mention link,iPad,Positive emotion
many ipad 2s snapping away keynote slides sxsw,iPad,Positive emotion
apple 200m users credit cards syncd itunes one click purchase winning sxsw,,No emotion toward brand or product
2nd cocktail quottexas snowflakequot mention google cnngrill sxsw,,No emotion toward brand or product
new post 3 iphone apps well using south southwest interactive link sxsw sxswi,iPad or iPhone App,Positive emotion
new post 3 iphone apps well using south southwest interactive sxsw sxswi link,,No emotion toward brand or product
sweet new 3d google maps demo going ballroom sxsw,Other Google product or service,Positive emotion
35 million miles per day driving google maps navigation sxsw,Other Google product or service,Positive emotion
rt 4 pm ipad2 line apple store longer wider \x89ûò 250 people one hour sxsw,,No emotion toward brand or product
u smart 4 packing extra rt mention way sunny austin sxsw extra iphone stow case mention mention,,No emotion toward brand or product
wonder 4sqwill attempt block gowalla crosscheckins way facebook blocked googles contacts connections sxsw lbswars,,No emotion toward brand or product
sxsw day 5 apple store theres still lineand growing link,Apple,Positive emotion
check 5 steps bulletproof ux strategy sxsw link sxsw rhjrux5 link,,No emotion toward brand or product
wandering 6th street girls stopped ceviche mojitos apple juice amp ice cream sxsw,,No emotion toward brand or product
youre band sxsw want share track audience stage use frostwire android theres wifi available,Android App,Positive emotion
weve got busy week ahead new book google apps available amazon amp attending sxsw,,No emotion toward brand or product
believe went aussies sxsw rt mention ipad 2 sold 70 went new buyers report link,,No emotion toward brand or product
\x89ûïmention google spreadsheet 270 parties sxsw year oo link mention plan going sxsw party,,No emotion toward brand or product
guy line apples popup store sixth street austin quotim guyquot told sxsw,,No emotion toward brand or product
u iphone dont need caruse zimride etc share rides sxsw shareable,iPad or iPhone App,Positive emotion
ive seen lot tablets every single one ipad sxsw,,No emotion toward brand or product
receiving lot mention messages telling im sexy response post looking meet fellow christian iphone devs sxsw,,No emotion toward brand or product
picked mophie battery case 4 iphone prep sxsw lugging around laptop amp using phone huge win last year,iPhone,Positive emotion
thats news p rtmention google launch major new social network called circles possibly today link sxsw,,No emotion toward brand or product
took piss trade show ipad one hand iphone pissing kiiiiiilling right sxsw,,No emotion toward brand or product
rumor monger good read å google circles preview mention sxsw link mention via mention socbiz fb,Other Google product or service,Positive emotion
hobo shotgun iphone game link sxsw,,No emotion toward brand or product
hobo shotgun video game coming ipadiphone users yes please link sxsw,iPad or iPhone App,Positive emotion
build store less 24 hours one biggest launches companys history got apple sxsw ipad2,Apple,Positive emotion
took survey iphone starbucks line got free starbucks gift card instant research instant gratification sxsw gsdm,,No emotion toward brand or product
apple temporary retail store austin ipad 2 release today opens 5pm sxsw sxswi ipad2,,No emotion toward brand or product
read groupme sxswsounds like incredible app available android phones yet,iPad or iPhone App,Positive emotion
wondering circles gt google reveal new social network sxsw link,,No emotion toward brand or product
google search local marissa mayer sxsw,,No emotion toward brand or product
wondering street closures sxsw made google map show link sxsw austin,,No emotion toward brand or product
google another go social quotgoogle circlesquot sxsw google,,No emotion toward brand or product
questions whats inside ipad 2 fire way sxsw,,No emotion toward brand or product
paraormal activity sanctuary iphone game sketching ar experience interactivity quotmagic lensequot eduar sxsw,,No emotion toward brand or product
apple iie ad 85 si swimsuit issue garage sale sxsw link,,No emotion toward brand or product
flipboard adds instagram photos social search apps link apple socialsearch sxsw,,No emotion toward brand or product
spent aftrnoon frozen lake photographing brother scott amp mention team catch sxsw ths weeknd link,,No emotion toward brand or product
iphone alarms botch timechange many sxswers freak late flights missed panels behind bloody marys,iPhone,Negative emotion
shouts ladies holding ipad 2s free sxsw shows take photos sipping free beer cc mention,iPad,Positive emotion
dj hoodie allen due respect probably make way back google sxsw,,No emotion toward brand or product
meant also wish sxsw dyac stupid iphone,iPhone,Negative emotion
america needs rt mention google launch major new social network called circles possibly today link sxsw,,I can't tell
audioboo american dream bust link ipad sxsw bum begger us socialart documentally,,No emotion toward brand or product
skifta appbased media shifting service turns android phone sxsw mashable sxswi link,,No emotion toward brand or product
rumors apple store opening sxsw 6th amp congress signs point yes link,Apple,Positive emotion
apple security guy locks store sxsw link,,No emotion toward brand or product
apple security guy locks store sxsw realtime sxsw link curated mention,,No emotion toward brand or product
got ipad 2 sxsw link cc mention,,No emotion toward brand or product
picked ipad 2 sxsw pop apple store 15 minute wait,iPad,Positive emotion
brilliant enlightening game mechanics presentation mention google sxsw,Google,Positive emotion
gsdampm googlesitting tree link sxsw gsdm,,No emotion toward brand or product
mention heres pic winning ipad unsix sxsw cc mention mention link cont link,,No emotion toward brand or product
iphone thirsty sxsw mention chevy volt lounge w 16 others link,,No emotion toward brand or product
iphone thirsty sxsw mention chevy volt lounge w 16 others link link,,No emotion toward brand or product
came left sxsw iphone playing song chosen random skreams listening records wall appropriate,,No emotion toward brand or product
marketing sales genius link apple sxsw,Apple,Positive emotion
arduino android flaming skulls link refrigerator speaks salon k 330pm mention mention sxsw smartthings,,No emotion toward brand or product
reminder android chrome tts talk mention 1 pm today link sxsw,,No emotion toward brand or product
ipad 2 vs android vs world panel sxsw today 330pm mention link,,No emotion toward brand or product
backupify announces cloudsight search first searchable archive solution social media google apps sxsw sxswi link,,No emotion toward brand or product
google announcing social network quotcirclesquot via sxsw tweets interesting myopia cause buzz jokes interesting,,No emotion toward brand or product
need sxsw ipad iphone laptop dictaphone vidcamera wow love meet real cerebellum charged people,iPhone,Positive emotion
u see anything googles circles sxsw mention mention,,No emotion toward brand or product
sxsw app iphone ridiculous personal planner next 5 days,iPad or iPhone App,Positive emotion
sxsw app android huge props mention mention mention amp mention get link,,No emotion toward brand or product
found app kyping iphones geolocation amp releasing background need patch mention batterykiller sxsw,iPad or iPhone App,Negative emotion
sxsw app iphone live rsvp events phone amp check sundayswaggereventbritecom 320 scoremore,iPad or iPhone App,Positive emotion
iphone app screen sxsw missing link,,No emotion toward brand or product
love app awesome rt mention must see android app sxsw quotbizzyquot link,Android App,Positive emotion
sxsw apple quotpopupquot store nuts still packed 1130 link,Apple,No emotion toward brand or product
say apple sxsw popup store austin link mention mention,,No emotion toward brand or product
breaking apple announces partnership wporn industry new ipad2 video chat app called quotofacetimequot sxsw,,No emotion toward brand or product
course apple built temp store austin texas understand concept corralling cattle sxsw pickmeupanipad2,Apple,Negative emotion
love apple didnt let something like retail store near sxsw keep away opening popup store link,Apple,Positive emotion
surprise apple opened popup store austin nerds town sxsw get new link cnet,Apple,Positive emotion
surprise apple opened popup store austin nerds town sxsw get new ipads link cnet,iPad,Positive emotion
surprise apple opened popup store austin nerds town sxsw get new ipads http link,,No emotion toward brand or product
surprise apple opened popup store austin nerds town sxsw get new ipads link,Apple,Positive emotion
technews apple heads sxsw sets temporary store austin link technews apple ipad2 rancewilemon sxsw tech,,No emotion toward brand or product
\x89ûïmention apple great example retail store layed future registers checkout line sxsw,Apple,Positive emotion
\x89ûïmention apple opening temporary store downtown austin sxsw ipad 2 launch link gswsxsw,Apple,Positive emotion
\x89ûïmention apple opening temporary store downtown austin sxsw ipad 2 launchquot oh yay traffic,Apple,Negative emotion
technews apple opening popup store austin sxsw link technews americanstatesman apple appleapple sxsw tech,,No emotion toward brand or product
technews apple opening popup store austin sxsw geekfest apple link technews apple brianlam ipad2 sxsw tech,,No emotion toward brand or product
sxsw apple popup store open noon fresh shipment ipad 2s im pretty sure im going get one fingers crossed,iPad,Positive emotion
technews apple saves sxsw set open popup store link technews apple sxsw tech,Apple,Positive emotion
sxsw apple schools marketing experts link,,No emotion toward brand or product
sxsw apple schools marketing experts link,Apple,Positive emotion
sxsw apple schools marketing experts link via mention,Apple,Positive emotion
sxsw apple schools marketing experts link via mention ltlt true love loathe one marketing like,Apple,Positive emotion
sxsw apple schools marketing experts cnet link,Apple,Positive emotion
sxsw apple schools marketing experts cnet blogs link austin atx retail,Apple,Positive emotion
\x89ûïmention apple store downtown austin open til midnight sxsw\x89û\x9d mention theres still time,Apple,Positive emotion
\x89ûïmention apple store downtown austin open til midnight sxsw\x89û\x9d ipad2 left stock,,No emotion toward brand or product
mention apple store congress link sxsw austin,,No emotion toward brand or product
quotthe apple store mall sunday 10x crowded line fake need fucking donglequot genius let sxsw,Apple,Negative emotion
2wks apple store 6th austin street opened sxsw,,No emotion toward brand or product
special apple store opening 6th congress sxsw amp ipad 2 launch wwwapplecomretailthedomain apple ipad2 sxsw fb,,No emotion toward brand or product
makeshift apple store 6th congress youre kidding amazing sxsw apple,Apple,Positive emotion
temporary apple store sxsw huge line link,,No emotion toward brand or product
temporary apple store sxsw really coolas ipad 2 apple sxsw fanboy,iPad,Positive emotion
temporary apple store set sxsw shit temptation going control,Apple,Positive emotion
temporary apple store sxsw line goes around block link,,No emotion toward brand or product
temporary apple store opens mention 6th amp congress tomorrow ipad2 sxsw,,No emotion toward brand or product
temporary apple store opens 5pm 6th congress line already growing ipad viewio link via mention sxsw,Apple,Positive emotion
temporary apple store block office cant wait see line tomorrow photos come sxsw ipad2,Apple,Positive emotion
sxsw apple store opens noon day closes run ipad2s didnt buy stock 10 years ago,,No emotion toward brand or product
base camp apple sxsw link,,No emotion toward brand or product
ipad news apps last year sxsw link,iPad or iPhone App,Negative emotion
10 iphone apps you\x89ûªll probably need use sxsw link,iPad or iPhone App,Positive emotion
150 million mobile google maps users mention sxsw,Other Google product or service,Positive emotion
lines already forming apples popup store austin arent people see festival link sxsw,,No emotion toward brand or product
android rt mention 10 new mobile apps i\x89ûªll using atåêsxsw link,Android App,Positive emotion
sxsw attending sxsw report see android phone get bannka app,,No emotion toward brand or product
ipad apps like software development release start working update sxsw,iPad or iPhone App,Positive emotion
tweets stalled data sluggish come atampt verizon embarrassing iphone customers havent switched sxsw iphone,,No emotion toward brand or product
tweeting google coming circles platform today outside circle keep itsnot sxsw,,No emotion toward brand or product
\x89ûïmention stupid find sxsw mac link special price games mac\x89û\x9d,,No emotion toward brand or product
slate see much traffic mobile safari app ipad sxsw electricnews,,No emotion toward brand or product
unloading apple store corner 6th congress austin temp store sxsw link,,No emotion toward brand or product
great day sxsw jaloux mention amp new ipadlook school bus 1st day school link,,No emotion toward brand or product
arrived sxsw mention issue hasnt resolved dying use iphone app cant login rtmention mention,iPad or iPhone App,No emotion toward brand or product
sxsw screenburn mention launch clients new iphone game travellerarlaunch find link,,No emotion toward brand or product
anyone sxsw wants see demo piccraft ipad 2 find,,No emotion toward brand or product
sxsw could spend mention teaching theater alone look schedule link,,No emotion toward brand or product
youre sxsw meet us fado give wristbands magically lead beer come say hi link,,No emotion toward brand or product
youre sxsw want ipad 2 apples setting temporary store check link,,No emotion toward brand or product
overheard sxsw quotthe ipad relaxing computerquot agreed ipad apple,iPad,Positive emotion
overheard sxsw interactive quotarg hate iphone want blackberry backquot shocked,iPhone,Negative emotion
youre sxsw meet author host android devs sat 1230pm hilton room 615ab,,No emotion toward brand or product
\x89ûïmention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot\x89û\x9d,Apple,Negative emotion
sxsw apple sets 5000squarefoot temporary store sxsw sell new ipads test potential traffic link,,No emotion toward brand or product
overheard sxsw quotgoogle doesnt launch products peoples eventsquot,,No emotion toward brand or product
nerd bait sxsw apple set open popup shop core sxsw action link,,No emotion toward brand or product
long line sxsw else apple store link,,No emotion toward brand or product
last year sxswi everbody talking ipad year social media driven revolutions year better sxsw,iPad,Positive emotion
